sample_id,variable,class_label,probability,known_label,predicted_label,split,method
ACH-000454,uberon_tissue,adrenal_gland,0.01,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,biliary_tract,0.035,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,bladder,0.065,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,bone_marrow,0.005,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,brain,0.035,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,breast,0.055,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,colon,0.085,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,esophagus,0.115,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,head_and_neck,0.13,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,kidney,0.015,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,liver,0.025,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,lung,0.15,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,lymphoid,0.005,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,ovary,0.075,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,pancreas,0.06,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,skin,0.04,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,soft_tissue,0.03,lung,lung,test,RandomForest
ACH-000454,uberon_tissue,uterus,0.065,lung,lung,test,RandomForest
ACH-000009,uberon_tissue,adrenal_gland,0.005,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,biliary_tract,0.055,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,bladder,0.08,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,bone_marrow,0.02,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,brain,0.06,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,breast,0.035,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,colon,0.15,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,esophagus,0.02,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,head_and_neck,0.02,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,kidney,0.005,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,liver,0.04,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,lung,0.16,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,lymphoid,0.03,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,ovary,0.085,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,pancreas,0.085,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,skin,0.065,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,soft_tissue,0.015,colon,lung,test,RandomForest
ACH-000009,uberon_tissue,uterus,0.07,colon,lung,test,RandomForest
ACH-000258,uberon_tissue,adrenal_gland,0.055,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,biliary_tract,0.025,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,bladder,0.045,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,bone_marrow,0.05,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,brain,0.06,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,breast,0.055,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,colon,0.115,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,esophagus,0.02,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,head_and_neck,0.04,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,kidney,0.0,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,liver,0.005,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,lung,0.13,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,lymphoid,0.11,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,ovary,0.08,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,pancreas,0.095,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,skin,0.04,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,soft_tissue,0.02,breast,lung,test,RandomForest
ACH-000258,uberon_tissue,uterus,0.055,breast,lung,test,RandomForest
ACH-000231,uberon_tissue,adrenal_gland,0.03,brain,brain,test,RandomForest
