sample_id,variable,class_label,probability,known_label,predicted_label,split,method
ACH-000091,uberon_tissue,adrenal_gland,0.0011466584,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,biliary_tract,9.792221e-05,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,bladder,0.0019369018,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,bone_marrow,0.00065388647,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,brain,0.0019368003,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,breast,0.00039601355,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,colon,0.0048514674,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,esophagus,0.0006808788,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,head_and_neck,0.0003876934,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,kidney,0.000117676886,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,liver,0.00044555622,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,lung,0.0009035219,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,lymphoid,0.0030006806,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,ovary,0.98146605,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,pancreas,0.00024624146,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,skin,0.0006704672,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,soft_tissue,0.00063431327,ovary,ovary,train,supervised_vae
ACH-000091,uberon_tissue,uterus,0.00042732584,ovary,ovary,train,supervised_vae
ACH-000849,uberon_tissue,adrenal_gland,0.024805645,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,biliary_tract,0.0065290527,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,bladder,0.051430836,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,bone_marrow,0.015007866,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,brain,0.008163421,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,breast,0.5894442,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,colon,0.0067790803,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,esophagus,0.02821624,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,head_and_neck,0.024100784,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,kidney,0.0034325588,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,liver,0.0205326,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,lung,0.16384546,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,lymphoid,0.0050022663,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,ovary,0.018137876,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,pancreas,0.009640044,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,skin,0.012117551,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,soft_tissue,0.006295,breast,breast,train,supervised_vae
ACH-000849,uberon_tissue,uterus,0.0065194145,breast,breast,train,supervised_vae
ACH-000298,uberon_tissue,adrenal_gland,0.00041025947,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,biliary_tract,6.859769e-06,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,bladder,5.1315772e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,bone_marrow,7.171635e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,brain,0.00015778944,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,breast,0.00016073868,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,colon,0.00016720332,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,esophagus,5.7246336e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,head_and_neck,0.00033057577,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,kidney,5.865125e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,liver,0.00042027494,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,lung,0.997603,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,lymphoid,2.4860874e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,ovary,5.2085663e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,pancreas,0.00012117269,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,skin,8.219451e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,soft_tissue,4.0348063e-05,lung,lung,train,supervised_vae
ACH-000298,uberon_tissue,uterus,0.00018371084,lung,lung,train,supervised_vae
ACH-000528,uberon_tissue,adrenal_gland,0.000404439,lung,lung,train,supervised_vae
ACH-000528,uberon_tissue,biliary_tract,1.3058327e-05,lung,lung,train,supervised_vae
ACH-000528,uberon_tissue,bladder,3.615581e-05,lung,lung,train,supervised_vae
